Year,Component,Region,Age,Gender,Value
2020,com_5_dialogue,21_reg_Luhansk,,males,
2021,com_5_dialogue,21_reg_Luhansk,,males,
2022,com_5_dialogue,21_reg_Luhansk,,males,
2023,com_5_dialogue,21_reg_Luhansk,,males,
2017,com_5_dialogue,21_reg_Luhansk,,females,
2018,com_5_dialogue,21_reg_Luhansk,,females,6.1
2019,com_5_dialogue,21_reg_Luhansk,,females,
2020,com_5_dialogue,21_reg_Luhansk,,females,
2021,com_5_dialogue,21_reg_Luhansk,,females,
2022,com_5_dialogue,21_reg_Luhansk,,females,
2023,com_5_dialogue,21_reg_Luhansk,,females,
2017,com_5_dialogue,13_reg_Dnipropetrovsk,,,
2018,com_5_dialogue,13_reg_Dnipropetrovsk,,,
2019,com_5_dialogue,13_reg_Dnipropetrovsk,,,
2020,com_5_dialogue,13_reg_Dnipropetrovsk,,,
2021,com_5_dialogue,13_reg_Dnipropetrovsk,,,
2022,com_5_dialogue,13_reg_Dnipropetrovsk,,,
2023,com_5_dialogue,13_reg_Dnipropetrovsk,,,
2017,com_5_dialogue,13_reg_Dnipropetrovsk,age_1_18_35,,
2018,com_5_dialogue,13_reg_Dnipropetrovsk,age_1_18_35,,5.9
2019,com_5_dialogue,13_reg_Dnipropetrovsk,age_1_18_35,,
2020,com_5_dialogue,13_reg_Dnipropetrovsk,age_1_18_35,,
2021,com_5_dialogue,13_reg_Dnipropetrovsk,age_1_18_35,,
2022,com_5_dialogue,13_reg_Dnipropetrovsk,age_1_18_35,,
2023,com_5_dialogue,13_reg_Dnipropetrovsk,age_1_18_35,,
2017,com_5_dialogue,13_reg_Dnipropetrovsk,age_2_36_60,,
2018,com_5_dialogue,13_reg_Dnipropetrovsk,age_2_36_60,,5.9
2019,com_5_dialogue,13_reg_Dnipropetrovsk,age_2_36_60,,
2020,com_5_dialogue,13_reg_Dnipropetrovsk,age_2_36_60,,
2021,com_5_dialogue,13_reg_Dnipropetrovsk,age_36_59,,
2022,com_5_dialogue,13_reg_Dnipropetrovsk,age_36_59,,
2023,com_5_dialogue,13_reg_Dnipropetrovsk,age_36_59,,
2017,com_5_dialogue,13_reg_Dnipropetrovsk,age_3_61,,
2018,com_5_dialogue,13_reg_Dnipropetrovsk,age_3_61,,5.6
2019,com_5_dialogue,13_reg_Dnipropetrovsk,age_3_61,,
2020,com_5_dialogue,13_reg_Dnipropetrovsk,age_3_61,,
2021,com_5_dialogue,13_reg_Dnipropetrovsk,age_60,,
2022,com_5_dialogue,13_reg_Dnipropetrovsk,age_60,,
2023,com_5_dialogue,13_reg_Dnipropetrovsk,age_60,,
2017,com_5_dialogue,13_reg_Dnipropetrovsk,,males,
2018,com_5_dialogue,13_reg_Dnipropetrovsk,,males,6.0
2019,com_5_dialogue,13_reg_Dnipropetrovsk,,males,
2020,com_5_dialogue,13_reg_Dnipropetrovsk,,males,
2021,com_5_dialogue,13_reg_Dnipropetrovsk,,males,
2022,com_5_dialogue,13_reg_Dnipropetrovsk,,males,
2023,com_5_dialogue,13_reg_Dnipropetrovsk,,males,
2017,com_5_dialogue,13_reg_Dnipropetrovsk,,females,
2018,com_5_dialogue,13_reg_Dnipropetrovsk,,females,5.7
2019,com_5_dialogue,13_reg_Dnipropetrovsk,,females,
2020,com_5_dialogue,13_reg_Dnipropetrovsk,,females,
2021,com_5_dialogue,13_reg_Dnipropetrovsk,,females,
2022,com_5_dialogue,13_reg_Dnipropetrovsk,,females,
2023,com_5_dialogue,13_reg_Dnipropetrovsk,,females,
2017,com_5_dialogue,17_reg_Zaporizhzhya,,,
2018,com_5_dialogue,17_reg_Zaporizhzhya,,,
2019,com_5_dialogue,17_reg_Zaporizhzhya,,,
2020,com_5_dialogue,17_reg_Zaporizhzhya,,,
2021,com_5_dialogue,17_reg_Zaporizhzhya,,,
2022,com_5_dialogue,17_reg_Zaporizhzhya,,,
2023,com_5_dialogue,17_reg_Zaporizhzhya,,,
2017,com_5_dialogue,17_reg_Zaporizhzhya,age_1_18_35,,
2018,com_5_dialogue,17_reg_Zaporizhzhya,age_1_18_35,,5.8
2019,com_5_dialogue,17_reg_Zaporizhzhya,age_1_18_35,,
2020,com_5_dialogue,17_reg_Zaporizhzhya,age_1_18_35,,
2021,com_5_dialogue,17_reg_Zaporizhzhya,age_1_18_35,,
2022,com_5_dialogue,17_reg_Zaporizhzhya,age_1_18_35,,
2023,com_5_dialogue,17_reg_Zaporizhzhya,age_1_18_35,,
2017,com_5_dialogue,17_reg_Zaporizhzhya,age_2_36_60,,
2018,com_5_dialogue,17_reg_Zaporizhzhya,age_2_36_60,,6.5
2019,com_5_dialogue,17_reg_Zaporizhzhya,age_2_36_60,,
2020,com_5_dialogue,17_reg_Zaporizhzhya,age_2_36_60,,
2021,com_5_dialogue,17_reg_Zaporizhzhya,age_36_59,,
2022,com_5_dialogue,17_reg_Zaporizhzhya,age_36_59,,
2023,com_5_dialogue,17_reg_Zaporizhzhya,age_36_59,,
2017,com_5_dialogue,17_reg_Zaporizhzhya,age_3_61,,
2018,com_5_dialogue,17_reg_Zaporizhzhya,age_3_61,,6.2
2019,com_5_dialogue,17_reg_Zaporizhzhya,age_3_61,,
2020,com_5_dialogue,17_reg_Zaporizhzhya,age_3_61,,
2021,com_5_dialogue,17_reg_Zaporizhzhya,age_60,,
2022,com_5_dialogue,17_reg_Zaporizhzhya,age_60,,
2023,com_5_dialogue,17_reg_Zaporizhzhya,age_60,,
2017,com_5_dialogue,17_reg_Zaporizhzhya,,males,
2018,com_5_dialogue,17_reg_Zaporizhzhya,,males,6.2
2019,com_5_dialogue,17_reg_Zaporizhzhya,,males,
2020,com_5_dialogue,17_reg_Zaporizhzhya,,males,
2021,com_5_dialogue,17_reg_Zaporizhzhya,,males,
2022,com_5_dialogue,17_reg_Zaporizhzhya,,males,
2023,com_5_dialogue,17_reg_Zaporizhzhya,,males,
2017,com_5_dialogue,17_reg_Zaporizhzhya,,females,
2018,com_5_dialogue,17_reg_Zaporizhzhya,,females,6.2
2019,com_5_dialogue,17_reg_Zaporizhzhya,,females,
2020,com_5_dialogue,17_reg_Zaporizhzhya,,females,
2021,com_5_dialogue,17_reg_Zaporizhzhya,,females,
2022,com_5_dialogue,17_reg_Zaporizhzhya,,females,
2023,com_5_dialogue,17_reg_Zaporizhzhya,,females,
2017,com_5_dialogue,29_reg_Kharkiv,,,
2018,com_5_dialogue,29_reg_Kharkiv,,,
2019,com_5_dialogue,29_reg_Kharkiv,,,
2020,com_5_dialogue,29_reg_Kharkiv,,,
2021,com_5_dialogue,29_reg_Kharkiv,,,
2022,com_5_dialogue,29_reg_Kharkiv,,,
2023,com_5_dialogue,29_reg_Kharkiv,,,
2017,com_5_dialogue,29_reg_Kharkiv,age_1_18_35,,
2018,com_5_dialogue,29_reg_Kharkiv,age_1_18_35,,6.2
2019,com_5_dialogue,29_reg_Kharkiv,age_1_18_35,,
2020,com_5_dialogue,29_reg_Kharkiv,age_1_18_35,,
2021,com_5_dialogue,29_reg_Kharkiv,age_1_18_35,,
2022,com_5_dialogue,29_reg_Kharkiv,age_1_18_35,,
2023,com_5_dialogue,29_reg_Kharkiv,age_1_18_35,,
2017,com_5_dialogue,29_reg_Kharkiv,age_2_36_60,,
2018,com_5_dialogue,29_reg_Kharkiv,age_2_36_60,,6.3
2019,com_5_dialogue,29_reg_Kharkiv,age_2_36_60,,
2020,com_5_dialogue,29_reg_Kharkiv,age_2_36_60,,
2021,com_5_dialogue,29_reg_Kharkiv,age_36_59,,
2022,com_5_dialogue,29_reg_Kharkiv,age_36_59,,
2023,com_5_dialogue,29_reg_Kharkiv,age_36_59,,
2017,com_5_dialogue,29_reg_Kharkiv,age_3_61,,
2018,com_5_dialogue,29_reg_Kharkiv,age_3_61,,6.6
2019,com_5_dialogue,29_reg_Kharkiv,age_3_61,,
2020,com_5_dialogue,29_reg_Kharkiv,age_3_61,,
2021,com_5_dialogue,29_reg_Kharkiv,age_60,,
2022,com_5_dialogue,29_reg_Kharkiv,age_60,,
2023,com_5_dialogue,29_reg_Kharkiv,age_60,,
2017,com_5_dialogue,29_reg_Kharkiv,,males,
2018,com_5_dialogue,29_reg_Kharkiv,,males,6.8
2019,com_5_dialogue,29_reg_Kharkiv,,males,
2020,com_5_dialogue,29_reg_Kharkiv,,males,
2021,com_5_dialogue,29_reg_Kharkiv,,males,
2022,com_5_dialogue,29_reg_Kharkiv,,males,
2023,com_5_dialogue,29_reg_Kharkiv,,males,
2017,com_5_dialogue,29_reg_Kharkiv,,females,
2018,com_5_dialogue,29_reg_Kharkiv,,females,6.1
2019,com_5_dialogue,29_reg_Kharkiv,,females,
2020,com_5_dialogue,29_reg_Kharkiv,,females,
2021,com_5_dialogue,29_reg_Kharkiv,,females,
2022,com_5_dialogue,29_reg_Kharkiv,,females,
2023,com_5_dialogue,29_reg_Kharkiv,,females,
2017,com_6_civic,14_reg_Donetsk,,,
2018,com_6_civic,14_reg_Donetsk,,,
2019,com_6_civic,14_reg_Donetsk,,,
2020,com_6_civic,14_reg_Donetsk,,,
2021,com_6_civic,14_reg_Donetsk,,,
2022,com_6_civic,14_reg_Donetsk,,,
2023,com_6_civic,14_reg_Donetsk,,,
2017,com_6_civic,14_reg_Donetsk,age_1_18_35,,
2018,com_6_civic,14_reg_Donetsk,age_1_18_35,,4.7
2019,com_6_civic,14_reg_Donetsk,age_1_18_35,,6.6
2020,com_6_civic,14_reg_Donetsk,age_1_18_35,,
2021,com_6_civic,14_reg_Donetsk,age_1_18_35,,
2022,com_6_civic,14_reg_Donetsk,age_1_18_35,,
2023,com_6_civic,14_reg_Donetsk,age_1_18_35,,
2017,com_6_civic,14_reg_Donetsk,age_2_36_60,,
2018,com_6_civic,14_reg_Donetsk,age_2_36_60,,3.4
2019,com_6_civic,14_reg_Donetsk,age_2_36_60,,6.5
2020,com_6_civic,14_reg_Donetsk,age_2_36_60,,
2021,com_6_civic,14_reg_Donetsk,age_36_59,,
2022,com_6_civic,14_reg_Donetsk,age_36_59,,
2023,com_6_civic,14_reg_Donetsk,age_36_59,,
2017,com_6_civic,14_reg_Donetsk,age_3_61,,
2018,com_6_civic,14_reg_Donetsk,age_3_61,,2.2
2019,com_6_civic,14_reg_Donetsk,age_3_61,,6.3
2020,com_6_civic,14_reg_Donetsk,age_3_61,,
2021,com_6_civic,14_reg_Donetsk,age_60,,
2022,com_6_civic,14_reg_Donetsk,age_60,,
2023,com_6_civic,14_reg_Donetsk,age_60,,
2017,com_6_civic,14_reg_Donetsk,,males,
2018,com_6_civic,14_reg_Donetsk,,males,3.8
2019,com_6_civic,14_reg_Donetsk,,males,6.6
2020,com_6_civic,14_reg_Donetsk,,males,
2021,com_6_civic,14_reg_Donetsk,,males,
2022,com_6_civic,14_reg_Donetsk,,males,
2023,com_6_civic,14_reg_Donetsk,,males,
2017,com_6_civic,14_reg_Donetsk,,females,
2018,com_6_civic,14_reg_Donetsk,,females,3.2
2019,com_6_civic,14_reg_Donetsk,,females,6.4
2020,com_6_civic,14_reg_Donetsk,,females,
2021,com_6_civic,14_reg_Donetsk,,females,
2022,com_6_civic,14_reg_Donetsk,,females,
2023,com_6_civic,14_reg_Donetsk,,females,
2017,com_6_civic,21_reg_Luhansk,,,
2018,com_6_civic,21_reg_Luhansk,,,
2019,com_6_civic,21_reg_Luhansk,,,
2020,com_6_civic,21_reg_Luhansk,,,
2021,com_6_civic,21_reg_Luhansk,,,
2022,com_6_civic,21_reg_Luhansk,,,
2023,com_6_civic,21_reg_Luhansk,,,
2017,com_6_civic,21_reg_Luhansk,age_1_18_35,,
2018,com_6_civic,21_reg_Luhansk,age_1_18_35,,4.4
2019,com_6_civic,21_reg_Luhansk,age_1_18_35,,7.0
2020,com_6_civic,21_reg_Luhansk,age_1_18_35,,
2021,com_6_civic,21_reg_Luhansk,age_1_18_35,,
2022,com_6_civic,21_reg_Luhansk,age_1_18_35,,
2023,com_6_civic,21_reg_Luhansk,age_1_18_35,,
2017,com_6_civic,21_reg_Luhansk,age_2_36_60,,
2018,com_6_civic,21_reg_Luhansk,age_2_36_60,,4.3
2019,com_6_civic,21_reg_Luhansk,age_2_36_60,,6.2
2020,com_6_civic,21_reg_Luhansk,age_2_36_60,,
2021,com_6_civic,21_reg_Luhansk,age_36_59,,
2022,com_6_civic,21_reg_Luhansk,age_36_59,,
2023,com_6_civic,21_reg_Luhansk,age_36_59,,
2017,com_6_civic,21_reg_Luhansk,age_3_61,,
2018,com_6_civic,21_reg_Luhansk,age_3_61,,2.3
2019,com_6_civic,21_reg_Luhansk,age_3_61,,5.8
2020,com_6_civic,21_reg_Luhansk,age_3_61,,
2021,com_6_civic,21_reg_Luhansk,age_60,,
2022,com_6_civic,21_reg_Luhansk,age_60,,
2023,com_6_civic,21_reg_Luhansk,age_60,,
2017,com_6_civic,21_reg_Luhansk,,males,
2018,com_6_civic,21_reg_Luhansk,,males,4.2
2019,com_6_civic,21_reg_Luhansk,,males,6.2
2020,com_6_civic,21_reg_Luhansk,,males,
2021,com_6_civic,21_reg_Luhansk,,males,
2022,com_6_civic,21_reg_Luhansk,,males,
2023,com_6_civic,21_reg_Luhansk,,males,
2017,com_6_civic,21_reg_Luhansk,,females,
2018,com_6_civic,21_reg_Luhansk,,females,3.5
2019,com_6_civic,21_reg_Luhansk,,females,6.4
2020,com_6_civic,21_reg_Luhansk,,females,
2021,com_6_civic,21_reg_Luhansk,,females,
2022,com_6_civic,21_reg_Luhansk,,females,
2023,com_6_civic,21_reg_Luhansk,,females,
2017,com_6_civic,13_reg_Dnipropetrovsk,,,
2018,com_6_civic,13_reg_Dnipropetrovsk,,,
2019,com_6_civic,13_reg_Dnipropetrovsk,,,
2020,com_6_civic,13_reg_Dnipropetrovsk,,,
2021,com_6_civic,13_reg_Dnipropetrovsk,,,
2022,com_6_civic,13_reg_Dnipropetrovsk,,,
2023,com_6_civic,13_reg_Dnipropetrovsk,,,
2017,com_6_civic,13_reg_Dnipropetrovsk,age_1_18_35,,
2018,com_6_civic,13_reg_Dnipropetrovsk,age_1_18_35,,5.0
2019,com_6_civic,13_reg_Dnipropetrovsk,age_1_18_35,,
2020,com_6_civic,13_reg_Dnipropetrovsk,age_1_18_35,,
2021,com_6_civic,13_reg_Dnipropetrovsk,age_1_18_35,,
2022,com_6_civic,13_reg_Dnipropetrovsk,age_1_18_35,,
2023,com_6_civic,13_reg_Dnipropetrovsk,age_1_18_35,,
2017,com_6_civic,13_reg_Dnipropetrovsk,age_2_36_60,,
2018,com_6_civic,13_reg_Dnipropetrovsk,age_2_36_60,,4.7
2019,com_6_civic,13_reg_Dnipropetrovsk,age_2_36_60,,
2020,com_6_civic,13_reg_Dnipropetrovsk,age_2_36_60,,
2021,com_6_civic,13_reg_Dnipropetrovsk,age_36_59,,
2022,com_6_civic,13_reg_Dnipropetrovsk,age_36_59,,
2023,com_6_civic,13_reg_Dnipropetrovsk,age_36_59,,
2017,com_6_civic,13_reg_Dnipropetrovsk,age_3_61,,
2018,com_6_civic,13_reg_Dnipropetrovsk,age_3_61,,4.2
2019,com_6_civic,13_reg_Dnipropetrovsk,age_3_61,,
2020,com_6_civic,13_reg_Dnipropetrovsk,age_3_61,,
2021,com_6_civic,13_reg_Dnipropetrovsk,age_60,,
2022,com_6_civic,13_reg_Dnipropetrovsk,age_60,,
2023,com_6_civic,13_reg_Dnipropetrovsk,age_60,,
2017,com_6_civic,13_reg_Dnipropetrovsk,,males,
2018,com_6_civic,13_reg_Dnipropetrovsk,,males,5.3
2019,com_6_civic,13_reg_Dnipropetrovsk,,males,
2020,com_6_civic,13_reg_Dnipropetrovsk,,males,
2021,com_6_civic,13_reg_Dnipropetrovsk,,males,
2022,com_6_civic,13_reg_Dnipropetrovsk,,males,
2023,com_6_civic,13_reg_Dnipropetrovsk,,males,
2017,com_6_civic,13_reg_Dnipropetrovsk,,females,
2018,com_6_civic,13_reg_Dnipropetrovsk,,females,4.1
2019,com_6_civic,13_reg_Dnipropetrovsk,,females,
2020,com_6_civic,13_reg_Dnipropetrovsk,,females,
2021,com_6_civic,13_reg_Dnipropetrovsk,,females,
2022,com_6_civic,13_reg_Dnipropetrovsk,,females,
2023,com_6_civic,13_reg_Dnipropetrovsk,,females,
2017,com_6_civic,17_reg_Zaporizhzhya,,,
2018,com_6_civic,17_reg_Zaporizhzhya,,,
2019,com_6_civic,17_reg_Zaporizhzhya,,,
2020,com_6_civic,17_reg_Zaporizhzhya,,,
2021,com_6_civic,17_reg_Zaporizhzhya,,,
2022,com_6_civic,17_reg_Zaporizhzhya,,,
2023,com_6_civic,17_reg_Zaporizhzhya,,,
2017,com_6_civic,17_reg_Zaporizhzhya,age_1_18_35,,
2018,com_6_civic,17_reg_Zaporizhzhya,age_1_18_35,,4.8
2019,com_6_civic,17_reg_Zaporizhzhya,age_1_18_35,,
2020,com_6_civic,17_reg_Zaporizhzhya,age_1_18_35,,
2021,com_6_civic,17_reg_Zaporizhzhya,age_1_18_35,,
2022,com_6_civic,17_reg_Zaporizhzhya,age_1_18_35,,
2023,com_6_civic,17_reg_Zaporizhzhya,age_1_18_35,,
2017,com_6_civic,17_reg_Zaporizhzhya,age_2_36_60,,
2018,com_6_civic,17_reg_Zaporizhzhya,age_2_36_60,,4.6
2019,com_6_civic,17_reg_Zaporizhzhya,age_2_36_60,,
2020,com_6_civic,17_reg_Zaporizhzhya,age_2_36_60,,
2021,com_6_civic,17_reg_Zaporizhzhya,age_36_59,,
2022,com_6_civic,17_reg_Zaporizhzhya,age_36_59,,
2023,com_6_civic,17_reg_Zaporizhzhya,age_36_59,,
2017,com_6_civic,17_reg_Zaporizhzhya,age_3_61,,
2018,com_6_civic,17_reg_Zaporizhzhya,age_3_61,,3.4
2019,com_6_civic,17_reg_Zaporizhzhya,age_3_61,,
2020,com_6_civic,17_reg_Zaporizhzhya,age_3_61,,
2021,com_6_civic,17_reg_Zaporizhzhya,age_60,,
2022,com_6_civic,17_reg_Zaporizhzhya,age_60,,
2023,com_6_civic,17_reg_Zaporizhzhya,age_60,,
2017,com_6_civic,17_reg_Zaporizhzhya,,males,
2018,com_6_civic,17_reg_Zaporizhzhya,,males,4.5
2019,com_6_civic,17_reg_Zaporizhzhya,,males,
2020,com_6_civic,17_reg_Zaporizhzhya,,males,
2021,com_6_civic,17_reg_Zaporizhzhya,,males,
2022,com_6_civic,17_reg_Zaporizhzhya,,males,
2023,com_6_civic,17_reg_Zaporizhzhya,,males,
2017,com_6_civic,17_reg_Zaporizhzhya,,females,
2018,com_6_civic,17_reg_Zaporizhzhya,,females,4.2
2019,com_6_civic,17_reg_Zaporizhzhya,,females,
2020,com_6_civic,17_reg_Zaporizhzhya,,females,
2021,com_6_civic,17_reg_Zaporizhzhya,,females,
2022,com_6_civic,17_reg_Zaporizhzhya,,females,
2023,com_6_civic,17_reg_Zaporizhzhya,,females,
2017,com_6_civic,29_reg_Kharkiv,,,
2018,com_6_civic,29_reg_Kharkiv,,,
2019,com_6_civic,29_reg_Kharkiv,,,
2020,com_6_civic,29_reg_Kharkiv,,,
2021,com_6_civic,29_reg_Kharkiv,,,
2022,com_6_civic,29_reg_Kharkiv,,,
2023,com_6_civic,29_reg_Kharkiv,,,
2017,com_6_civic,29_reg_Kharkiv,age_1_18_35,,
2018,com_6_civic,29_reg_Kharkiv,age_1_18_35,,4.4
2019,com_6_civic,29_reg_Kharkiv,age_1_18_35,,
2020,com_6_civic,29_reg_Kharkiv,age_1_18_35,,
2021,com_6_civic,29_reg_Kharkiv,age_1_18_35,,
2022,com_6_civic,29_reg_Kharkiv,age_1_18_35,,
2023,com_6_civic,29_reg_Kharkiv,age_1_18_35,,
2017,com_6_civic,29_reg_Kharkiv,age_2_36_60,,
2018,com_6_civic,29_reg_Kharkiv,age_2_36_60,,4.1
2019,com_6_civic,29_reg_Kharkiv,age_2_36_60,,
2020,com_6_civic,29_reg_Kharkiv,age_2_36_60,,
2021,com_6_civic,29_reg_Kharkiv,age_36_59,,
2022,com_6_civic,29_reg_Kharkiv,age_36_59,,
2023,com_6_civic,29_reg_Kharkiv,age_36_59,,
2017,com_6_civic,29_reg_Kharkiv,age_3_61,,
2018,com_6_civic,29_reg_Kharkiv,age_3_61,,2.1
2019,com_6_civic,29_reg_Kharkiv,age_3_61,,
2020,com_6_civic,29_reg_Kharkiv,age_3_61,,
2021,com_6_civic,29_reg_Kharkiv,age_60,,
2022,com_6_civic,29_reg_Kharkiv,age_60,,
2023,com_6_civic,29_reg_Kharkiv,age_60,,
2017,com_6_civic,29_reg_Kharkiv,,males,
2018,com_6_civic,29_reg_Kharkiv,,males,3.9
2019,com_6_civic,29_reg_Kharkiv,,males,
2020,com_6_civic,29_reg_Kharkiv,,males,
2021,com_6_civic,29_reg_Kharkiv,,males,
2022,com_6_civic,29_reg_Kharkiv,,males,
2023,com_6_civic,29_reg_Kharkiv,,males,
2017,com_6_civic,29_reg_Kharkiv,,females,
2018,com_6_civic,29_reg_Kharkiv,,females,3.6
2019,com_6_civic,29_reg_Kharkiv,,females,
2020,com_6_civic,29_reg_Kharkiv,,females,
2021,com_6_civic,29_reg_Kharkiv,,females,
2022,com_6_civic,29_reg_Kharkiv,,females,
2023,com_6_civic,29_reg_Kharkiv,,females,
2017,com_7_relations,14_reg_Donetsk,,,
2018,com_7_relations,14_reg_Donetsk,,,
2019,com_7_relations,14_reg_Donetsk,,,
2020,com_7_relations,14_reg_Donetsk,,,
2021,com_7_relations,14_reg_Donetsk,,,
2022,com_7_relations,14_reg_Donetsk,,,
2023,com_7_relations,14_reg_Donetsk,,,
2017,com_7_relations,14_reg_Donetsk,age_1_18_35,,
2018,com_7_relations,14_reg_Donetsk,age_1_18_35,,0.9
2019,com_7_relations,14_reg_Donetsk,age_1_18_35,,
2020,com_7_relations,14_reg_Donetsk,age_1_18_35,,
2021,com_7_relations,14_reg_Donetsk,age_1_18_35,,
2022,com_7_relations,14_reg_Donetsk,age_1_18_35,,
2023,com_7_relations,14_reg_Donetsk,age_1_18_35,,
2017,com_7_relations,14_reg_Donetsk,age_2_36_60,,
2018,com_7_relations,14_reg_Donetsk,age_2_36_60,,0.9
2019,com_7_relations,14_reg_Donetsk,age_2_36_60,,
2020,com_7_relations,14_reg_Donetsk,age_2_36_60,,
2021,com_7_relations,14_reg_Donetsk,age_36_59,,
2022,com_7_relations,14_reg_Donetsk,age_36_59,,
2023,com_7_relations,14_reg_Donetsk,age_36_59,,
2017,com_7_relations,14_reg_Donetsk,age_3_61,,
2018,com_7_relations,14_reg_Donetsk,age_3_61,,0.6
2019,com_7_relations,14_reg_Donetsk,age_3_61,,
2020,com_7_relations,14_reg_Donetsk,age_3_61,,
2021,com_7_relations,14_reg_Donetsk,age_60,,
2022,com_7_relations,14_reg_Donetsk,age_60,,
2023,com_7_relations,14_reg_Donetsk,age_60,,
2017,com_7_relations,14_reg_Donetsk,,males,
2018,com_7_relations,14_reg_Donetsk,,males,0.9
2019,com_7_relations,14_reg_Donetsk,,males,
2020,com_7_relations,14_reg_Donetsk,,males,
2021,com_7_relations,14_reg_Donetsk,,males,
2022,com_7_relations,14_reg_Donetsk,,males,
2023,com_7_relations,14_reg_Donetsk,,males,
2017,com_7_relations,14_reg_Donetsk,,females,
2018,com_7_relations,14_reg_Donetsk,,females,0.8
2019,com_7_relations,14_reg_Donetsk,,females,
2020,com_7_relations,14_reg_Donetsk,,females,
2021,com_7_relations,14_reg_Donetsk,,females,
2022,com_7_relations,14_reg_Donetsk,,females,
2023,com_7_relations,14_reg_Donetsk,,females,
2017,com_7_relations,21_reg_Luhansk,,,
2018,com_7_relations,21_reg_Luhansk,,,
2019,com_7_relations,21_reg_Luhansk,,,
2020,com_7_relations,21_reg_Luhansk,,,
2021,com_7_relations,21_reg_Luhansk,,,
2022,com_7_relations,21_reg_Luhansk,,,
2023,com_7_relations,21_reg_Luhansk,,,
2017,com_7_relations,21_reg_Luhansk,age_1_18_35,,
2018,com_7_relations,21_reg_Luhansk,age_1_18_35,,0.8
2019,com_7_relations,21_reg_Luhansk,age_1_18_35,,
2020,com_7_relations,21_reg_Luhansk,age_1_18_35,,
2021,com_7_relations,21_reg_Luhansk,age_1_18_35,,
2022,com_7_relations,21_reg_Luhansk,age_1_18_35,,
2023,com_7_relations,21_reg_Luhansk,age_1_18_35,,
2017,com_7_relations,21_reg_Luhansk,age_2_36_60,,
2018,com_7_relations,21_reg_Luhansk,age_2_36_60,,0.9
2019,com_7_relations,21_reg_Luhansk,age_2_36_60,,
2020,com_7_relations,21_reg_Luhansk,age_2_36_60,,
2021,com_7_relations,21_reg_Luhansk,age_36_59,,
2022,com_7_relations,21_reg_Luhansk,age_36_59,,
2023,com_7_relations,21_reg_Luhansk,age_36_59,,
2017,com_7_relations,21_reg_Luhansk,age_3_61,,
2018,com_7_relations,21_reg_Luhansk,age_3_61,,0.6
2019,com_7_relations,21_reg_Luhansk,age_3_61,,
2020,com_7_relations,21_reg_Luhansk,age_3_61,,
2021,com_7_relations,21_reg_Luhansk,age_60,,
2022,com_7_relations,21_reg_Luhansk,age_60,,
2023,com_7_relations,21_reg_Luhansk,age_60,,
2017,com_7_relations,21_reg_Luhansk,,males,
2018,com_7_relations,21_reg_Luhansk,,males,0.9
2019,com_7_relations,21_reg_Luhansk,,males,
2020,com_7_relations,21_reg_Luhansk,,males,
2021,com_7_relations,21_reg_Luhansk,,males,
2022,com_7_relations,21_reg_Luhansk,,males,
2023,com_7_relations,21_reg_Luhansk,,males,
2017,com_7_relations,21_reg_Luhansk,,females,
2018,com_7_relations,21_reg_Luhansk,,females,0.7
2019,com_7_relations,21_reg_Luhansk,,females,
2020,com_7_relations,21_reg_Luhansk,,females,
2021,com_7_relations,21_reg_Luhansk,,females,
2022,com_7_relations,21_reg_Luhansk,,females,
2023,com_7_relations,21_reg_Luhansk,,females,
2017,com_7_relations,13_reg_Dnipropetrovsk,,,
2018,com_7_relations,13_reg_Dnipropetrovsk,,,
2019,com_7_relations,13_reg_Dnipropetrovsk,,,
2020,com_7_relations,13_reg_Dnipropetrovsk,,,
2021,com_7_relations,13_reg_Dnipropetrovsk,,,
2022,com_7_relations,13_reg_Dnipropetrovsk,,,
2023,com_7_relations,13_reg_Dnipropetrovsk,,,
2017,com_7_relations,13_reg_Dnipropetrovsk,age_1_18_35,,
2018,com_7_relations,13_reg_Dnipropetrovsk,age_1_18_35,,1.1
2019,com_7_relations,13_reg_Dnipropetrovsk,age_1_18_35,,
2020,com_7_relations,13_reg_Dnipropetrovsk,age_1_18_35,,
2021,com_7_relations,13_reg_Dnipropetrovsk,age_1_18_35,,
2022,com_7_relations,13_reg_Dnipropetrovsk,age_1_18_35,,
2023,com_7_relations,13_reg_Dnipropetrovsk,age_1_18_35,,
2017,com_7_relations,13_reg_Dnipropetrovsk,age_2_36_60,,
2018,com_7_relations,13_reg_Dnipropetrovsk,age_2_36_60,,0.8
2019,com_7_relations,13_reg_Dnipropetrovsk,age_2_36_60,,
2020,com_7_relations,13_reg_Dnipropetrovsk,age_2_36_60,,
2021,com_7_relations,13_reg_Dnipropetrovsk,age_36_59,,
2022,com_7_relations,13_reg_Dnipropetrovsk,age_36_59,,
2023,com_7_relations,13_reg_Dnipropetrovsk,age_36_59,,
2017,com_7_relations,13_reg_Dnipropetrovsk,age_3_61,,
2018,com_7_relations,13_reg_Dnipropetrovsk,age_3_61,,0.6
2019,com_7_relations,13_reg_Dnipropetrovsk,age_3_61,,
2020,com_7_relations,13_reg_Dnipropetrovsk,age_3_61,,
2021,com_7_relations,13_reg_Dnipropetrovsk,age_60,,
2022,com_7_relations,13_reg_Dnipropetrovsk,age_60,,
2023,com_7_relations,13_reg_Dnipropetrovsk,age_60,,
2017,com_7_relations,13_reg_Dnipropetrovsk,,males,
